,Rating,Title,Review,Review_Date
3637,4,For that price nice,Product was nice sometime finger sensor was not recognising I brought  this product at mar14 up to know this is the problem. In future in case there upload if they clear it was awesome. Don't expect super camera from this.,01 April 2022
3638,5,Good quality,Over all good quality,22 August 2022
3639,4,Ringtone sound was used double speaker I need this issue resolve,Ringtone sound was using a double speaker I need to resolve this issue,05 May 2022
3640,5,Highly recommend this phone at this price range. Must buy,Highly recommend this phone at this price range. Must buy,  12 August 2022
3641,5,Excellent,Excellent,  27 August 2022
3642,5,Quite light and a nice phone to have ..,Phone is very good and a perfect fit protective cover is also supplied which is very useful.,  4 August 2022
3643,4,Display not as good as Samsung amoled.,"Phone is smooth. OS is fine. Display is bad, even it is Amoled. Nothing compared to any good Samsung phone. I was a user of Samsung A30 and wish I could switch back to it.",  30 March 2022
3644,5,Good for OxygenOS lover,"Worth of money.. mobile is good for this price whos intrested to used oxygenOS, display litely dull bcz of no AMOLED display and brightness is very low bus 120Hz display so mobile smoothly work...",  21 July 2022
3645,4,Not Best but Better in segment,When you compare with Samsung M52 with same price tag you feel incomplete for wide range and front camera. The size  could be better if it would be 6.5 inches.Overall handy and lightweight .,  27 March 2022
3646,5,"Was very good, more worth full for our money","Was very good, more worth full for our money",  12 August 2022
3647,5,Best overall😍,Best phone in this budgetMust go for it😍😍,  12 August 2022
3648,3,Not good not bad,Old one plus is very good but latest is nothing good,  16 July 2022
3649,5,Value for money phone 📲,Value for money phone 📲,  18 August 2022
3650,5,Very good phone within budget ...,Very much liked and very friendly,20 August 2022
3651,5,Awesome  mobile in this price,In this price range this phone is awesome all is good like batery charging speed so fast and camera is good.,29 July 2022
3652,4,Nice to enjoy,Nice to use,20 May 2022
3653,5,Vvgood product,Vvgood product,23 August 2022
3654,4,Nycc,Little heat while using phn behalf of that worth of buying it,01 May 2022
3655,5,Lovely phone 💖,Very smooth phone,22 August 2022
3656,4,Mobile is good for this price range but batter backup is not good,Battery backup is not good,17 May 2022
3657,5,Very nice product 👌,Very nice product must buy it very value for money product,13 August 2022
3658,5,Nice phone under 20 k. Good camera.,Nice phoneGood camera,19 August 2022
3659,5,Frunt cemra not good,,23 August 2022
3660,5,Thanks ammozon,Good product,  23 August 2022
3661,5,Budget mobile phone,Best mobile in this budget price .One plus brand is enough in this range .All features are good some are average .,  27 July 2022
3662,3,Ok ok normal,"Okay,redmi note 5 pro type of but battery good",  20 July 2022
3663,4,Everything is ok but feel bad for Android 12. I don't know about games otherwise very good buy.👍🏻,Fingerprint works excellentBattery for me more then enough and 65w charging incredible.Camera is good. Image quality surprised me.,  18 April 2022
3664,4,Good phone,"Cheapest one plus device but lacks many features, camera is not of a great quality, multitasking is quite good.",  27 April 2022
3665,4,Battery backup is average.,Battery drain very fast. Camera is ok . Phone unlocking-  double tap option is not available.,  29 April 2022
3666,4,Wonderful,Wonderful,  24 May 2022
3667,3,Not upto mark,It's not upto the mark,  18 July 2022
3668,5,Nice phone,Very nice phone,  23 August 2022
3669,4,Ok,Good,  27 May 2022
3670,5,"It's very nice n Excellent Mobile, Thanks Amazoooon...",It's Very nice n Excellent Mobile Thanks Amazoooon.....,  17 August 2022
3671,3,medium phone,"some problem in this phone. call recording problem,file manager and galary app is very bad,video call not done properly.",  10 July 2022
3672,4,The quality of camera is very low.,Improve camera quality.. It's embarrassed me 😓,  15 May 2022
3673,4,Amazingly Economical Phone,"Great phone. Economical, nice camera, no issues faced till now",  6 May 2022
3674,5,BEST PHONE,Just love it. Very smooth. Light weight and battery life is also good.,  7 August 2022
3675,4,Nice phone,Nice phone,  20 May 2022
3676,4,Build quality,Proformane is good..but build quality need to improve...compare to Nord 2 ..CE2 is not worth to by in 25k,  27 April 2022
3677,5,Best camera,Battery life is good,  21 August 2022
3678,4,Best value of money,OnePlus Brand name is quite enough.In this price segment we can buy as well enjoy with product.,  21 April 2022
3679,5,Awesome,Good product fast charging,  18 August 2022
3680,4,Good,Good,21 May 2022
3681,4,Overall Good mobile,"Although price is bit higher, mobile is good.Using from last one month,sound, camera clarity,battery back up good.night clicks not so good.",16 April 2022
3682,3,Onepuls pahele jaisa nhi raha,Kuch khas nhi  hai  mere hisab se mt lena,15 July 2022
3683,5,Super,Nice phone for this price rangeSuper camraBettery backup good,18 August 2022
3684,4,Need to provide ear phone as well. Company provided is always better,Nae,21 May 2022
3685,5,Good,Good performance and good quality,17 August 2022
3686,5,Excellent,Good in this budget,21 August 2022
3687,5,NIl,I'm happy with the product,17 August 2022
3688,5,One Plus Nord CE 2 Lite 5 G,Simply superb smartphone in 5g segment 👍,14 August 2022
3689,4,Video background blur,Nice design photo,19 May 2022
3690,4,It's ok!,Up,22 May 2022
3691,2,Battery drain very fast,Every day 2 time charge battery backup very poor OnePlus solved this problem,26 October 2022
3692,5,Good and super,Good product,23 August 2022
3693,5,.,The media could not be loaded.,09 September 2022
3694,5,"Money for value, excellent","Excellent, excellent,",23 August 2022
3695,5,OnePlus operating very well and faster others phone,Only original charger can fast charging.but you can't use other charger than charging is too slow and phone can be heated..,28 July 2022
3696,4,Good one,Display is okBattery is goodTouch sensor is goodOverall good pocket friendly mobile,08 May 2022
3697,5,Very nice,Very good,22 August 2022
3698,4,Phone is very slim and handy and very smooth for use..,"Phone is awesome and worth its price. Camera, performance and look is awesome but disappointed with battery life. It's battery life may have been increased to give an fully awesome experience.",28 March 2022
3699,4,Good but not Best.,Overall Good but Speakers are not Upto the Mark.,14 May 2022
3700,2,damaged fingerprint reader,fingerprint reader not working properly go one plus store they said it's damaged I purchased online that's why not check properly very disappointed not purchased any phone online in future,  9 October 2022
3701,3,24999 Segment not Worthy 😒,"Let's Talk about OnePlus Nord CE2Price 24k Not WorthyOnly Us toes Brand Value.Fast Charging Phone with Fast Draining Battery.Average Camera's, poor Build Quality.And still Running on Android 11.Most of the phone's come with Android 12 out of the box. OnePlus Signature Alert Slider Missing too.Only one good thing I feel super amoled display.It's my opinion after 1 months of usage.Thank you 😌💖",  13 May 2022
3702,3,cost is not justified....,Phone is good but cost is not justified....Everything is average there is nothing like USP of the phone...It should be around 17-19k...But I paid 25k..For the one plua logo I guess...Phone is not bad no doubt...,  21 June 2022
3703,5,I love this phone,Excellent phone love this.,  21 August 2022
3704,3,"Fingerprint not good working, battery life is not good, camera quality is average","Fingerprint not good working, battery life is not good, camera quality is average",  13 July 2022
3705,5,Reviews of famous influencers are fake,"Best phone, the feel is just like iphone but in a affordable price. I was using mi which has so many preinstalled app but it has a very clean interface.Speed is also good.All good to have featuresDont go for paid reviews of other phone go for this phone it is very good and classy, slim",  12 June 2022
3706,5,Nic fon,Superb quality it's amazing 😉☺️,  21 August 2022
3707,3,Battery,I am  using this mobile 1 monthI observe in this mobile battery back up is worst in this Mobile,  7 July 2022
3708,5,Good,Good product,  22 August 2022
3709,5,Best Mobile from One Plus.....,"One of Best Mobile, no heating,no leging,fast charging,nice camera and best Display",  11 August 2022
